,path,author,sex,birthday,header,created,sphere,genre_fi,type,topic,chronotop,style,audience_age,audience_level,audience_size,source,publication,publisher,publ_year,medium,subcorpus,tagging,words
84,post1950/nauka/geology/speleo/ser1,Константин Серафимов,муж,1953,Экспедиция во мрак,1978-1996,публицистика | нехудожественная,,монография,спорт,Россия/СССР: перестройка,нейтральный,н-возраст,н-уровень,средняя,http://www.offtop.ru/vertlib/index.php?part=3,,,1994.0,книга,ПК письменных текстов,none,168916
85,post1950/nauka/history/bykov_i_derkach/knigavek,Владислав Быков|Ольга Деркач,муж|жен,,Книга века,2000,публицистика | нехудожественная,,монография,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"Быков В., Деркач В. В. Книга века. ― М.: Вагриус, 2001","Быков В., Деркач В. В. Книга века",Вагриус,2001.0,книга,ПК письменных текстов,none,199166
86,post1950/nauka/history/saveleva,И. М. Савельева|А. В. Полетаев,жен|муж,1940-1950,Знание о прошлом: теория и история. Том 1: Конструирование прошлого,2003,учебно-научная | нехудожественная,,монография,наука и технологии|история,,специальный,н-возраст,высокий,средняя,"Савельева И. М., Полетаев А. В. Знание о прошлом: теория и история. — Том 1: Конструирование прошлого. — СПб.: Наука, 2003","Савельева И. М., Полетаев А. В. Знание о прошлом: теория и история. — Том 1: Конструирование прошлого. — СПб.: Наука, 2003",СПб.: Наука,2003.0,книга,ПК письменных текстов,none,165202
87,post1950/nauka/lixachev/vospom01,Д. С. Лихачев,муж,1906,Воспоминания,1995,публицистика | нехудожественная,,мемуары,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"Лихачев Д. С. Воспоминания. — СПб. : Logos, 1995",Лихачев Д. С. Воспоминания,Logos,1995.0,книга,ПК письменных текстов,none,113003
88,post1950/nauka/pedagog/shabaeva/ist_ped,,,,История педагогики,1981,учебно-научная | нехудожественная,,учебник,наука и технологии|образование,,нейтральный,н-возраст,профессиональный,большая,История педагогики /Под. ред. М. Шабаевой. ―М.: 1981,История педагогики /Под. ред. М. Шабаевой,,1981.0,книга,ПК письменных текстов,none,118759
89,post1950/nauka/philol/gasparov/ziv,М. Л. Гаспаров,муж,1935,Записи и выписки,2001,публицистика | нехудожественная,,эссе,искусство и культура,,нейтральный,н-возраст,высокий,средняя,"М. Л. Гаспаров. Записи и выписки. М.: НЛО, 2001",М. Л. Гаспаров. Записи и выписки,НЛО,2001.0,книга,ПК письменных текстов,none,140286
90,post1950/nauka/philos/gorbachev/gorbachev,Владимир Горбачев,муж,1933,Концепции современного естествознания,2003,учебно-научная | нехудожественная,,учебник,наука и технологии|естествознание,,нейтральный,н-возраст,н-уровень,большая,"Горбачев В. В. Концепции современного естествознания. ― М.: Мир и Образование, 2003",Горбачев В. В. Концепции современного естествознания,Мир и Образование,2003.0,книга,ПК письменных текстов,none,154441
91,post1950/nauka/philos/pomeranz/pomerants_vosp,Г. С. Померанц,муж,1918,Записки гадкого утёнка,1998,публицистика | нехудожественная,,мемуары,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"Померанц Г. С. Записки гадкого утёнка. ― М. : Моск. рабочий, 1998",Померанц Г. С. Записки гадкого утёнка,Московский рабочий,1998.0,книга,ПК письменных текстов,none,127219
92,post1950/orth/men/fils,Александр Мень,муж,1935,Сын Человеческий,1969,церковно-богословская | нехудожественная,,монография,религия,,нейтральный,н-возраст,н-уровень,большая,Фонд Александра Меня,,,,книга,ПК письменных текстов,none,122226
93,post1950/orth/smirnov_d/prop1-3,Протоиерей Димитрий Смирнов,муж,1951,Проповеди,1984-1989,церковно-богословская | нехудожественная,,проповедь,религия,,нейтральный,н-возраст,н-уровень,большая,"Прот. Димитрий Смирнов. Проповеди. Кн. 1-3. М.: Сестричество во имя преподобномученицы великой княгини Елизаветы, 2001. Интернет-издание Вэб-Центра «Омега». М., 2002 http://www.smolenskaya-fili.ru/library/discussions-sermons-expoundings/80-o-demitrii-smirnov",Прот. Димитрий Смирнов. Проповеди,Сестричество во имя преподобномученицы великой княгини Елизаветы,2001.0,книга,ПК письменных текстов,none,158094
94,post1950/vagr/masslit/belozerov/roskosh,Андрей Белозеров,муж,,Чайка,2001,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Андрей Белозеров. Чайка. М.: Вагриус, 2001",Андрей Белозеров. Чайка,Вагриус,2001.0,книга,ПК письменных текстов,none,100457
95,post1950/vagr/masslit/gordeevy/umrem,Елена и Валерий Гордеевы,жен|муж,,Не все мы умрем,2002,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Елена и Валерий Гордеевы. Не все мы умрем. М.: Вагриус, 2002",Елена и Валерий Гордеевы. Не все мы умрем,Вагриус,2002.0,книга,ПК письменных текстов,none,103239
96,post1950/vagr/masslit/mjasnikov/vodka,Виктор Мясников,муж,1956,Водка,2000,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Виктор Мясников. Водка. М.: Вагриус, 2000",Виктор Мясников. Водка,Вагриус,2000.0,книга,ПК письменных текстов,none,105856
97,post1950/vagr/masslit/romanov/parlament,Сергей Романов,муж,1956,Парламент,2000,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Сергей Романов. Парламент. М.: Вагриус, 2000",Сергей Романов. Парламент,Вагриус,2000.0,книга,ПК письменных текстов,none,100313
98,post1950/vagr/masslit/skvorcov/kvartet,Валериан Скворцов,муж,1935,Сингапурский квартет,2001,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Валериан Скворцов. Сингапурский квартет. М.: Вагриус, 2001",Валериан Скворцов. Сингапурский квартет,Вагриус,2001.0,книга,ПК письменных текстов,none,109765
99,post1950/vagr/mem/evtushenko/pasport,Евгений Евтушенко,муж,1933,«Волчий паспорт»,1999,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Евгений Евтушенко. Волчий паспорт. М.: Вагриус, 1999",Евгений Евтушенко. Волчий паспорт,Вагриус,1999.0,книга,ПК письменных текстов,none,152059
100,post1950/vagr/mem/gorodnicky/nadezhda,Александр Городницкий,муж,1933,«И жить еще надежде»,2001,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Александр Городницкий. И жить еще надежде. М.: Вагриус, 2001",Александр Городницкий. И жить еще надежде,Вагриус,2001.0,книга,ПК письменных текстов,none,216615
101,post1950/vagr/mem/mikoyan/takbylo,Анастас Микоян,муж,1895,Так было,1971-1974,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Анастас Микоян. Так было. М.: Вагриус, 1999",Анастас Микоян. Так было,Вагриус,1999.0,книга,ПК письменных текстов,none,212120
102,post1950/vagr/mem/okunevskaya/tatyanin,Татьяна Окуневская,жен,1914,Татьянин день,1998,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Татьяна Окуневская. Татьянин день. М.: Вагриус, 1998",Татьяна Окуневская. Татьянин день,Вагриус,1998.0,книга,ПК письменных текстов,none,140992
103,post1950/vagr/mem/rozov/udivlenie,Виктор Розов,муж,1913,Удивление перед жизнью,1960-2000,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Виктор Розов. Удивление перед жизнью. М.: Вагриус, 2000",Виктор Розов. Удивление перед жизнью,Вагриус,2000.0,книга,ПК письменных текстов,none,159388
104,post1950/vagr/nd/efimov/desyat,Борис Ефимов,муж,1900,Десять десятилетий,2000,публицистика | нехудожественная,,мемуары,,Россия/СССР: 1-я пол. XX в.|Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Борис Ефимов. Десять десятилетий. М.: Вагриус, 2000",Б. Ефимов. Десять десятилетий,Вагриус,2000.0,книга,ПК письменных текстов,none,184108
105,post1950/vagr/nd/pilyavskaya/grust,Софья Пилявская,жен,1911,Грустная книга,2000,публицистика | нехудожественная,,мемуары,,Россия: 1-я пол. XX в,нейтральный,н-возраст,н-уровень,большая,"Софья Пилявская. Грустная книга. М.: Вагриус, 2001",С. Пилявская. Грустная книга,Вагриус,2001.0,книга,ПК письменных текстов,none,109010
106,post1950/vagr/nd/zinovyev/sudba,Александр Зиновьев,муж,1922,"Русская судьба, исповедь отщепенца",1988-1998,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"А. А. Зиновьев. Русская судьба, исповедь отщепенца. М.: Центрполиграф, 1999","А. А. Зиновьев. Русская судьба, исповедь отщепенца",Центрполиграф,1999.0,книга,ПК письменных текстов,none,142949
107,post1950/vagr/poteri/efros/profession,Анатолий Эфрос,муж,1925,Профессия: режиссер,1975-1987,публицистика | нехудожественная,,мемуары|эссе,,Россия/СССР: 1960-1980-е,нейтральный,н-возраст,н-уровень,большая,"Анатолий Эфрос. Професия: режиссер. - М.: Вагриус, 2001",Анатолий Эфрос. Професия: режиссер,Вагриус,2001.0,книга,ПК письменных текстов,none,189981
108,post1950/vagr/poteri/ryazanov/podveden,Эльдар Рязанов,муж,1927,Подведенные итоги,2000,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Рязанов Э., Брагинский Э. Тихие омуты. ― М.: Вагриус, 1999",Эльдар Рязанов. Подведенные итоги,Вагриус,2000.0,книга,ПК письменных текстов,none,189634
109,post1950/vagr/tarasova/krasa,Татьяна Тарасова|Виталий Мелик-Карамов,жен|муж,1947,Красавица и чудовище,1984-2001,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Татьяна Тарасова. Красавица и чудовище. ― М.: Вагриус, 2001",Татьяна Тарасова. Красавица и чудовище,Вагриус,2001.0,книга,ПК письменных текстов,none,131839
110,post1950/vagr/vagr1/amosov/golosa,Николай Амосов,муж,1913,Голоса времен,1999,публицистика | нехудожественная,,автобиография,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Николай Амосов. Голоса времён. М.: Вагриус, 1999",Николай Амосов. «Голоса времён»,Вагриус,1999.0,книга,ПК письменных текстов,none,127416
111,post1950/vagr/vagr1/baklanov/zhizn,Г. Я. Бакланов,муж,1923,"Жизнь, подаренная дважды",1999,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Григорий Бакланов. Жизнь, подаренная дважды. М.: Вагриус, 1999","Григорий Бакланов. Жизнь, подаренная дважды",Вагриус,1999.0,книга,ПК письменных текстов,none,144467
112,post1950/vagr/vagr1/fetisov/overtime,Вячеслав Фетисов,муж,1958,Овертайм,1997,публицистика | нехудожественная,,мемуары,,Россия/СССР: 1960-1980-е|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Вячеслав Фетисов. Овертайм. М.: Вагриус, 1997",Вячеслав Фетисов. «Овертайм»,Вагриус,1997.0,книга,ПК письменных текстов,none,104026
113,post1950/vagr/vagr1/vasilyev/vsl_tom2,Борис Васильев,муж,1924,Были и небыли. Книга 1,1988,художественная,историческая проза,роман,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"Васильев Б. Были и небыли. Кн. 1. ― М.: Вагриус, 1999",Васильев Б. Были и небыли,Вагриус,1999.0,книга,ПК письменных текстов,none,162983
114,post1950/vagr/vagr1/vasilyev/vsl_tom3,Борис Васильев,муж,1924,Были и небыли. Книга 2,1988,художественная,историческая проза,роман,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"Васильев Б. Были и небыли. Кн. 2. ― М.: Вагриус, 1999",Васильев Б. Были и небыли,Вагриус,1999.0,книга,ПК письменных текстов,none,122428
